NOTATION,INSP_AREA,STREET_NO,STREET_NAME,DATA_STATUS,COMP_TYPE,STREET_DIRECTION,ADDRESS,SUB_TYPE,APPROVED,X_COORD,Y_COORD,PARCEL,Neighborhood
CONDEMNATION,440,3028,GILBERT AV                      ,ORDERS  ,CBHCODE ,  ,3028 GILBERT AV,VACANT  ,N,1405486,419669,'006000060026      ,47
KEEP THE BUILDING VACANT,430,2530,HEMLOCK ST                      ,ORDERS  ,CBHCODE ,  ,2530 HEMLOCK ST,VACANT  ,N,1403039,416782,'007000020140      ,47
CONDEMNATION,430,2537,HEMLOCK ST                      ,FINLNOTC,CBHCODE ,  ,2537 HEMLOCK ST,VACANT  ,N,1402922,416914,'007000020042      ,47
CONDEMNATION,430,2612,HEMLOCK ST                      ,FINLNOTC,CBHCODE ,  ,2612 HEMLOCK ST,VACANT  ,N,1403098,417131,'007000020113      ,47
KEEP THE BUILDING VACANT,430,2616,HEMLOCK ST                      ,FINLNOTC,CBHCODE ,  ,2616 HEMLOCK ST,VACANT  ,N,1403112,417175,'007000020114      ,47
KEEP THE BUILDING VACANT,430,2620,HEMLOCK ST                      ,CIVIL1  ,CBHCODE ,  ,2620 HEMLOCK ST,VACANT  ,N,1403120,417249,'007000020117      ,47
CONDEMNATION,430,2622,HEMLOCK ST                      ,CIVIL1  ,CBHCODE ,  ,2622 HEMLOCK ST,VACANT  ,N,1403110,417260,'007000020118      ,47
CONDEMNATION,430,2622,HEMLOCK ST                      ,CIVIL1  ,CBHCODE ,  ,2622 HEMLOCK ST,VACANT  ,N,1403110,417260,'007000020118      ,47
CONDEMNATION,430,2626,HEMLOCK ST                      ,ORDERS  ,CBHCODE ,  ,2626 HEMLOCK ST,VACANT  ,N,1403087,417314,'007000020120      ,47
CONDEMNATION,230,2224,IOWA AV                         ,HAZARD  ,CBHCODE ,  ,2224 IOWA AV,VACANT  ,N,1401068,415038,'009000020210      ,47
KEEP THE BUILDING VACANT,230,2223,KENTON ST                       ,ORDERS  ,CBHCODE ,  ,2223 KENTON ST,VACANT  ,N,1402614,414909,'006900010214      ,47
KEEP THE BUILDING VACANT,230,2307,KENTON ST                       ,PREPROS ,CBHCODE ,  ,2307 KENTON ST,VACANT  ,N,1402636,415168,'006800020067      ,47
KEEP THE BUILDING VACANT,230,2310,KENTON ST                       ,CIVIL1  ,CBHCODE ,  ,2310 KENTON ST,VACANT  ,N,1402768,415205,'006800030006      ,47
KEEP THE BUILDING VACANT,230,2318,KENTON ST                       ,ORDERS  ,CBHCODE ,  ,2318 KENTON ST,VACANT  ,N,1402770,415365,'006800030020      ,47
VACATE THE BUILDING,230,2318,KENTON ST                       ,ORDERS  ,CBHCODE ,  ,2318 KENTON ST,VACANT  ,N,1402770,415365,'006800030019      ,47
CONDEMNATION,230,2320,KENTON ST                       ,ORDERS  ,CBHCODE ,  ,2320 KENTON ST,VACANT  ,N,1402790,415382,'006800030020      ,47
KEEP THE BUILDING VACANT,230,2330,KENTON ST                       ,ORDERS  ,CBHCODE ,  ,2330 KENTON ST,VACANT  ,N,1402796,415505,'006800030025      ,47
CONDEMNATION,230,2352,KENTON ST                       ,ORDERS  ,CBHCODE ,  ,2352 KENTON ST,VACANT  ,N,1402835,415820,'006800030045      ,47
CONDEMNATION,230,2404,KENTON ST                       ,PREPROS ,CBHCODE ,  ,2404 KENTON ST,VACANT  ,N,1402843,415951,'006800030057      ,47
CONDEMNATION,230,2406,KENTON ST                       ,HAZARD  ,CBHCODE ,  ,2406 KENTON ST,VACANT  ,N,1402847,415976,'006800030058      ,47
KEEP THE BUILDING VACANT,230,2415,KENTON ST                       ,ORDERS  ,CBHCODE ,  ,2415 KENTON ST,VACANT  ,N,1402733,416087,'006800020288      ,47
KEEP THE BUILDING VACANT,230,2417,KENTON ST                       ,ORDERS  ,CBHCODE ,  ,2417 KENTON ST,VACANT  ,N,1402770,416104,'006800020289      ,47
CONDEMNATION,440,3003,KERPER AV                       ,CIVIL2  ,CBHCODE ,  ,3003 KERPER AV,VACANT  ,N,1404460,419657,'006500010051      ,47
CONDEMNATION,440,3005,KERPER AV                       ,HAZARD  ,CBHCODE ,  ,3005 KERPER AV,VACANT  ,N,1404478,419694,'006500010049      ,47
KEEP THE BUILDING VACANT,440,3028,KERPER AV                       ,FINLNOTC,CBHCODE ,  ,3028 KERPER AV,VACANT  ,N,1404768,419936,'006000050143      ,47
CONDEMNATION,440,3073,KERPER AV                       ,ORDERS  ,CBHCODE ,  ,3073 KERPER AV,VACANT  ,N,1404978,420498,'006000040073      ,47
KEEP THE BUILDING VACANT,440,842,LINCOLN AV                      ,PREPROS ,CBHCODE ,  ,842 LINCOLN AV,VACANT  ,N,1404207,418682,'006500020153      ,47
KEEP THE BUILDING VACANT,440,844,LINCOLN AV                      ,PREPROS ,CBHCODE ,  ,844 LINCOLN AV,VACANT  ,N,1404247,418674,'006500020152      ,47
KEEP THE BUILDING VACANT ,430,859,LINCOLN AV                      ,ORDERS  ,CBHCODEC,  ,859 LINCOLN AV,VACANT  ,N,1404369,418495,'006500020123      ,47
CONDEMNATION,430,863,LINCOLN AV                      ,CIVIL1  ,CBHCODE ,  ,863 LINCOLN AV,VACANT  ,N,1404423,418519,'006500020122      ,47
CONDEMNATION,460,1223,LINCOLN AV                      ,ORDERS  ,CBHCODEC,  ,1223 LINCOLN AV,VACANT  ,N,1406109,418489,'006600020212      ,47
KEEP THE BUILDING VACANT,440,10,LINCOLN TER                     ,CRIMINAL,CBHCODE ,  ,10 LINCOLN TER,VACANT  ,N,1405428,420792,'006000050059      ,47
CONDEMNATION,440,10,LINCOLN TER                     ,ORDERS  ,CBHCODE ,  ,10 LINCOLN TER,VACANT  ,N,1405428,420792,'006000050059      ,47
CONDEMNATION,230,641,MANITOU ST                      ,ORDERS  ,CBHCODE ,  ,641 MANITOU ST,VACANT  ,N,1402047,414501,'009000020186      ,47
CONDEMNATION,230,2347,MAY ST                          ,PREPROS ,CBHCODE ,  ,2347 MAY ST,VACANT  ,N,1402417,415769,'006800020194      ,47
CONDEMNATION,230,2425,MAY ST                          ,ORDERS  ,CBHCODEC,  ,2425 MAY ST,VACANT  ,N,1402492,416280,'006800020389      ,47
CONDEMNATION,430,2530,MAY ST                          ,CIVIL1  ,CBHCODE ,  ,2530 MAY ST,VACANT  ,N,1402660,416810,'007000020014      ,47
CONDEMNATION,430,2720,MAY ST                          ,HAZARD  ,CBHCODE ,  ,2720 MAY ST,VACANT  ,N,1402777,417504,'007000020028      ,47
CONDEMNATION,230,427,MCGREGOR AV                     ,HAZARD  ,CBHCODE ,  ,427 MCGREGOR AV,VACANT  ,N,1401170,415097,'009000020024      ,47
CONDEMNATION,230,651,MCMILLAN ST                     ,HAZARD  ,CBHCODE ,E ,651 E MCMILLAN ST,VACANT  ,N,1402400,416405,'006800020349      ,47
KEEP THE BUILDING VACANT,230,709,MCMILLAN ST                     ,ORDERS  ,CBHCODE ,E ,709 E MCMILLAN ST,VACANT  ,N,1402690,416381,'006800020359      ,47
KEEP THE BUILDING VACANT,230,713,MCMILLAN ST                     ,PREPROS ,CBHCODE ,E ,713 E MCMILLAN ST,VACANT  ,N,1402732,416366,'006800020361      ,47
KEEP THE BUILDING VACANT,230,771,MCMILLAN ST                     ,PREPROS ,CBHCODE ,E ,771 E MCMILLAN ST,VACANT  ,N,1403473,416288,'006800030170      ,47
KEEP THE BUILDING VACANT,230,773,MCMILLAN ST                     ,PREPROS ,CBHCODE ,E ,773 E MCMILLAN ST,VACANT  ,N,1403478,416270,'006800030171      ,47
KEEP THE BUILDING VACANT,210,921,MCMILLAN ST                     ,ORDERS  ,CBHCODE ,E ,921 E MCMILLAN ST,VACANT  ,N,1404112,416213,'006700010114      ,47
CONDEMNATION,210,957,MCMILLAN ST                     ,HAZARD  ,CBHCODEC,E ,957 E MCMILLAN ST,VACANT  ,N,1404375,416195,'006700010122      ,47
KEEP THE BUILDING VACANT,210,961,MCMILLAN ST                     ,ORDERS  ,CBHCODE ,E ,961 E MCMILLAN ST,VACANT  ,N,1404412,416137,'006700010124      ,47
KEEP THE BUILDING VACANT,210,965,MCMILLAN ST                     ,ORDERS  ,CBHCODE ,E ,965 E MCMILLAN ST,VACANT  ,N,1404447,416178,'006700010127      ,47
KEEP THE BUILDING VACANT,210,975,MCMILLAN ST                     ,ORDERS  ,CBHCODE ,E ,975 E MCMILLAN ST,VACANT  ,N,1404523,416170,'006700010129      ,47
KEEP THE BUILDING VACANT,430,2640,MELROSE AV                      ,ORDERS  ,CBHCODE ,  ,2640 MELROSE AV,VACANT  ,N,1404025,417448,'006700020139      ,47
KEEP THE BUILDING VACANT,430,2648,MELROSE AV                      ,PREPROS ,CBHCODE ,  ,2648 MELROSE AV,VACANT  ,N,1404007,417541,'006700020087      ,47
CONDEMNATION,430,2653,MELROSE AV                      ,PREPROS ,CBHCODE ,  ,2653 MELROSE AV,VACANT  ,N,1403863,417605,'006700020110      ,47
CONDEMNATION,440,3017,MELROSE AV                      ,HAZARD  ,CBHCODE ,  ,3017 MELROSE AV,VACANT  ,N,1403976,418887,'006500020084      ,47
CONDEMNATION,440,3034,MENTOR AV                       ,ORDERS  ,CBHCODE ,  ,3034 MENTOR AV,VACANT  ,N,1405485,418936,'006500030085      ,47
CONDEMNATION,440,3059,MENTOR AV                       ,HAZARD  ,CBHCODE ,  ,3059 MENTOR AV,VACANT  ,N,1405421,419233,'006500030107      ,47
CONDEMNATION,230,747,MORGAN ST                       ,ORDERS  ,CBHCODE ,  ,747 MORGAN ST,VACANT  ,N,1403166,415768,'006800030115      ,47
CONDEMNATION,230,751,MORGAN ST                       ,ORDERS  ,CBHCODE ,  ,751 MORGAN ST,VACANT  ,N,1403205,415764,'006800030117      ,47
CONDEMNATION,450,1125,MYRTLE AV                       ,PREPROS ,CBHCODE ,  ,1125 MYRTLE AV,VACANT  ,N,1405523,417551,'006600020019      ,47
KEEP THE BUILDING VACANT,450,1230,MYRTLE AV                       ,CRIMPREP,CBHCODE ,  ,1230 MYRTLE AV,VACANT  ,N,1406172,417631,'006100020058      ,47
KEEP THE BUILDING VACANT,210,926,NASSAU ST                       ,ORDERS  ,CBHCODE ,  ,926 NASSAU ST,VACANT  ,N,1403286,414448,'006900020110      ,47
KEEP THE BUILDING VACANT,210,928,NASSAU ST                       ,CIVIL2  ,CBHCODE ,  ,928 NASSAU ST,VACANT  ,N,1403316,414445,'006900020019      ,47
KEEP THE BUILDING VACANT,430,801,OAK ST                          ,PREPROS ,CBHCODE ,  ,801 OAK ST,VACANT  ,N,1403477,417741,'006700020118      ,47
VACATE THE BUILDING,430,804,OAK ST                          ,CIVIL1  ,CBHCODE ,  ,804 OAK ST,VACANT  ,N,1403538,417854,'006500020002      ,47
CONDEMNATION,430,804,OAK ST                          ,CIVIL1  ,CBHCODE ,  ,804 OAK ST,VACANT  ,N,1403538,417854,'006500020002      ,47
CONDEMNATION,430,844,OAK ST                          ,ORDERS  ,CBHCODE ,  ,844 OAK ST,VACANT  ,N,1404089,417804,'006500020144      ,47
KEEP THE BUILDING VACANT,220,2233,PARK AV                         ,ORDERS  ,CBHCODE ,  ,2233 PARK AV,VACANT  ,N,1404802,414618,'006300040051      ,47
KEEP THE BUILDING VACANT,220,2335,PARK AV                         ,ORDERS  ,CBHCODE ,  ,2335 PARK AV,VACANT  ,N,1404893,415397,'006300030066      ,47
CONDEMNATION,450,2509,PARK AV                         ,ORDERS  ,CBHCODE ,  ,2509 PARK AV,VACANT  ,N,1405011,416349,'006700030051      ,47
CONDEMNATION,450,2819,PARK AV                         ,CIVIL1  ,CBHCODE ,  ,2819 PARK AV,VACANT  ,N,1405180,417916,'006600030017      ,47
CONDEMNATION,450,2823,PARK AV                         ,CIVIL1  ,CBHCODE ,  ,2823 PARK AV,VACANT  ,N,1405176,417955,'006600030018      ,47
KEEP THE BUILDING VACANT,440,3011,PARK AV                         ,ORDERS  ,CBHCODE ,  ,3011 PARK AV,VACANT  ,N,1405295,418712,'006600030093      ,47
CONDEMNATION,450,2808,PRESTON ST                      ,PREPROS ,CBHCODE ,  ,2808 PRESTON ST,VACANT  ,N,1406062,417736,'006600020113      ,47
CONDEMNATION,450,2810,PRESTON ST                      ,PREPROS ,CBHCODE ,  ,2810 PRESTON ST,VACANT  ,N,1406062,417765,'006600020114      ,47
CONDEMNATION,440,3240,RAMMELSBURG ST                  ,PREPROS ,CBHCODE ,  ,3240 RAMMELSBURG ST,VACANT  ,N,1405496,420601,'006000050066      ,47
KEEP THE BUILDING VACANT,440,3250,RAMMELSBURG ST                  ,CRIMINAL,CBHCODE ,  ,3250 RAMMELSBURG ST,VACANT  ,N,1405440,420728,'006000050059      ,47
CONDEMNATION,230,2218,READING RD                      ,ORDERS  ,CBHCODE ,  ,2218 READING RD,VACANT  ,N,1400888,414966,'009000020009      ,47
KEEP THE BUILDING VACANT,230,2224,READING RD                      ,FINLNOTC,CBHCODE ,  ,2224 READING RD,VACANT  ,N,1400896,415043,'009000020007      ,47
KEEP THE BUILDING VACANT,210,917,ROGERS PL                       ,ORDERS  ,CBHCODE ,  ,917 ROGERS PL,VACANT  ,N,1403836,415380,'006700010036      ,47
KEEP THE BUILDING VACANT,210,2213,ST JAMES AV                     ,ORDERS  ,CBHCODE ,  ,2213 ST JAMES AV,VACANT  ,N,1403907,414502,'006900020094      ,47
KEEP THE BUILDING VACANT,210,2304,ST JAMES AV                     ,CIVIL1  ,CBHCODE ,  ,2304 ST JAMES AV,VACANT  ,N,1404092,415087,'006700010023      ,47
KEEP THE BUILDING VACANT,210,2322,ST JAMES AV                     ,CIVIL1  ,CBHCODE ,  ,2322 ST JAMES AV,VACANT  ,N,1404237,415279,'006700010146      ,47
CONDEMNATION,210,2328,ST JAMES AV                     ,HAZARD  ,CBHCODE ,  ,2328 ST JAMES AV,VACANT  ,N,1404152,415359,'006700010053      ,47
CONDEMNATION,430,2532,STANTON AV                      ,PREPROS ,CBHCODE ,  ,2532 STANTON AV,VACANT  ,N,1403383,416783,'006700020038      ,47
CONDEMNATION,430,2810,STANTON AV                      ,HAZARD  ,CBHCODE ,  ,2810 STANTON AV,VACANT  ,N,1403522,417953,'006500020003      ,47
CONDEMNATION,430,2830,STANTON AV                      ,HAZARD  ,CBHCODE ,  ,2830 STANTON AV,VACANT  ,N,1403546,418190,'006500020012      ,47
CONDEMNATION,440,3046,STANTON AV                      ,CIVIL1  ,CBHCODEC,  ,3046 STANTON AV,VACANT  ,N,1403642,419379,'006500010120      ,47
KEEP THE BUILDING VACANT,440,3001,WALTER AV                       ,ORDERS  ,CBHCODE ,  ,3001 WALTER AV,VACANT  ,N,1404880,419474,'006500010071      ,47
KEEP THE BUILDING VACANT,230,654,WAYNE ST                        ,ORDERS  ,CBHCODE ,  ,654 WAYNE ST,VACANT  ,N,1402446,416240,'006800020315      ,47
CONDEMNATION,230,734,WAYNE ST                        ,HAZARD  ,CBHCODE ,  ,734 WAYNE ST,VACANT  ,N,1403008,416196,'006800030079      ,47
CONDEMNATION,230,742,WAYNE ST                        ,HAZARD  ,CBHCODE ,  ,742 WAYNE ST,VACANT  ,N,1403160,416169,'006800030254      ,47
CONDEMNATION,110,749,WAYNE ST                        ,HAZARD  ,CBHCODE ,  ,749 WAYNE ST,VACANT  ,N,1403213,416033,'006800030137      ,47
KEEP THE BUILDING VACANT ,450,910,WILLIAM H TAFT RD               ,ORDERS  ,CBHCODEC,  ,910 WILLIAM H TAFT RD,VACANT  ,N,1404320,416899,'006700030068      ,47
CONDEMNATION,450,1112,YALE AV                         ,HAZARD  ,CBHCODE ,  ,1112 YALE AV,VACANT  ,N,1405382,417405,'006600020271      ,47
HISTORIC -DANGEROUS & UNSAFE,170,821,BANK ST                         ,ORDERS  ,CBHCODE ,  ,821 BANK ST,VACANT  ,N,1393261,414031,'013200020017      ,48
KEEP THE BUILDING VACANT,170,1721,BAYMILLER ST                    ,PREPROS ,CBHCODE ,  ,1721 BAYMILLER ST,VACANT  ,N,1392687,412834,'018400020024      ,48
KEEP THE BUILDING VACANT,170,1803,BAYMILLER ST                    ,PREPROS ,CBHCODE ,  ,1803 BAYMILLER ST,VACANT  ,N,1392738,413061,'018400030134      ,48
CONDEMNATION,170,1807,BAYMILLER ST                    ,PREPROS ,CBHCODE ,  ,1807 BAYMILLER ST,VACANT  ,N,1392732,413090,'018400030132      ,48
CONDEMNATION,170,1809,BAYMILLER ST                    ,PREPROS ,CBHCODE ,  ,1809 BAYMILLER ST,VACANT  ,N,1392737,413103,'018400030131      ,48
KEEP THE BUILDING VACANT,170,1810,BAYMILLER ST                    ,ORDERS  ,CBHCODE ,  ,1810 BAYMILLER ST,VACANT  ,N,1392862,413118,'013200020147      ,48
KEEP THE BUILDING VACANT,170,1811,BAYMILLER ST                    ,CRIMINAL,CBHCODE ,  ,1811 BAYMILLER ST,VACANT  ,N,1392738,413118,'018400030167      ,48
CONDEMNATION,170,1813,BAYMILLER ST                    ,ORDERS  ,CBHCODE ,  ,1813 BAYMILLER ST,VACANT  ,N,1392739,413133,'018400030130      ,48
CONDEMNATION,170,1817,BAYMILLER ST                    ,PREPROS ,CBHCODE ,  ,1817 BAYMILLER ST,VACANT  ,N,1392746,413168,'018400030129      ,48
CONDEMNATION,170,1819,BAYMILLER ST                    ,ORDERS  ,CBHCODE ,  ,1819 BAYMILLER ST,VACANT  ,N,1392740,413193,'018400030128      ,48
CONDEMNATION,170,1901,BAYMILLER ST                    ,CRIMINAL,CBHCODE ,  ,1901 BAYMILLER ST,VACANT  ,N,1392768,413442,'018400030071      ,48
CONDEMNATION,170,1909,BAYMILLER ST                    ,HAZARD  ,CBHCODE ,  ,1909 BAYMILLER ST,VACANT  ,N,1392772,413547,'018400030067      ,48
KEEP THE BUILDING VACANT,170,1909,BAYMILLER ST                    ,PROBATN ,CBHCODE ,  ,1909 BAYMILLER ST,VACANT  ,N,1392772,413547,'018400030067      ,48
KEEP THE BUILDING VACANT,170,1912,BAYMILLER ST                    ,PREPROS ,CBHCODE ,  ,1912 BAYMILLER ST,VACANT  ,N,1392924,413555,'013200020067      ,48
HISTORIC -DANGEROUS & UNSAFE,170,2020,BAYMILLER ST                    ,PREPROS ,CBHCODE ,  ,2020 BAYMILLER ST,VACANT  ,N,1392953,414042,'013200020003      ,48
CONDEMNATION,170,2020,BAYMILLER ST                    ,HAZARD  ,CBHCODE ,  ,2020 BAYMILLER ST,VACANT  ,N,1392953,414042,'013200020003      ,48
KEEP THE BUILDING VACANT,170,2112,BAYMILLER ST                    ,ORDERS  ,CBHCODE ,  ,2112 BAYMILLER ST,VACANT  ,N,1392967,414287,'009600010054      ,48
CONDEMNATION,100,1510,CENTRAL AV                      ,PREPROS ,CBHCODE ,  ,1510 CENTRAL AV,VACANT  ,N,1394843,411145,'008100020075      ,48
KEEP THE BUILDING VACANT,100,1565,CENTRAL AV                      ,ORDERS  ,CBHCODE ,  ,1565 CENTRAL AV,VACANT  ,N,1394640,411738,'013400010215      ,48
KEEP THE BUILDING VACANT,170,1805,CENTRAL AV                      ,ORDERS  ,CBHCODE ,  ,1805 CENTRAL AV,VACANT  ,N,1394247,413760,'013200030281      ,48
KEEP THE BUILDING VACANT,170,1919,CENTRAL AV                      ,ORDERS  ,CBHCODE ,  ,1919 CENTRAL AV,VACANT  ,N,1394000,414155,'013200030315      ,48
KEEP THE BUILDING VACANT ,170,2018,CENTRAL AV                      ,DIVERSN ,CBHCODEC,  ,2018 CENTRAL AV,VACANT  ,N,1393003,414738,'009600010001      ,48
CONDEMNATION,170,2112,CENTRAL AV                      ,PREPROS ,CBHCODE ,  ,2112 CENTRAL AV,VACANT  ,N,1392804,414799,'013200010029      ,48
KEEP THE BUILDING VACANT,170,2119,CENTRAL AV                      ,PREPROS ,CBHCODE ,  ,2119 CENTRAL AV,VACANT  ,N,1392746,414698,'013200010154      ,48
KEEP THE BUILDING VACANT,170,2143,CENTRAL AV                      ,CIVIL2  ,CBHCODE ,  ,2143 CENTRAL AV,VACANT  ,N,1392452,414796,'013200010142      ,48
KEEP THE BUILDING VACANT,170,808,CHARLOTTE ST                    ,PREPROS ,CBHCODE ,  ,808 CHARLOTTE ST,VACANT  ,N,1393304,413194,'013200020141      ,48
CONDEMNATION,170,820,CHARLOTTE ST                    ,HAZARD  ,CBHCODE ,  ,820 CHARLOTTE ST,VACANT  ,N,1393194,413210,'013200020136      ,48
KEEP THE BUILDING VACANT,170,839,CHARLOTTE ST                    ,ORDERS  ,CBHCODE ,  ,839 CHARLOTTE ST,VACANT  ,N,1393012,413146,'013200020152      ,48
CONDEMNATION,170,915,CHARLOTTE ST                    ,HAZARD  ,CBHCODE ,  ,915 CHARLOTTE ST,VACANT  ,N,1392612,413185,'018400030139      ,48
HISTORIC -DANGEROUS & UNSAFE,160,1902,COLERAIN AV                     ,ORDERS  ,CBHCODE ,  ,1902 COLERAIN AV,VACANT  ,N,1391826,413586,'018400050183      ,48
KEEP THE BUILDING VACANT ,160,1904,COLERAIN AV                     ,PREPROS ,CBHCODEC,  ,1904 COLERAIN AV,VACANT  ,N,1391826,413586,'018400050183      ,48
KEEP THE BUILDING VACANT,160,1905,COLERAIN AV                     ,CIVIL1  ,CBHCODE ,  ,1905 COLERAIN AV,VACANT  ,N,1391696,413623,'018400050179      ,48
KEEP THE BUILDING VACANT,160,2010,COLERAIN AV                     ,CRIMINAL,CBHCODE ,  ,2010 COLERAIN AV,VACANT  ,N,1391892,414050,'018400050051      ,48
HISTORIC -DANGEROUS & UNSAFE,160,2011,COLERAIN AV                     ,CRIMINAL,CBHCODE ,  ,2011 COLERAIN AV,VACANT  ,N,1391746,414065,'018400050030      ,48
CONDEMNATION,160,2012,COLERAIN AV                     ,HAZARD  ,CBHCODE ,  ,2012 COLERAIN AV,VACANT  ,N,1391880,414073,'018400050050      ,48
KEEP THE BUILDING VACANT,160,2015,COLERAIN AV                     ,PREPROS ,CBHCODE ,  ,2015 COLERAIN AV,VACANT  ,N,1391749,414120,'018400050028      ,48
CONDEMNATION,160,2017,COLERAIN AV                     ,CIVIL2  ,CBHCODE ,  ,2017 COLERAIN AV,VACANT  ,N,1391755,414145,'018400050027      ,48
CONDEMNATION,160,2020,COLERAIN AV                     ,CRIMINAL,CBHCODE ,  ,2020 COLERAIN AV,VACANT  ,N,1391870,414146,'018400050241      ,48
CONDEMNATION,160,2131,COLERAIN AV                     ,CRIMINAL,CBHCODE ,  ,2131 COLERAIN AV,VACANT  ,N,1391807,414568,'018400060204      ,48
VACATE THE BUILDING,160,2131,COLERAIN AV                     ,DIVERSN ,CBHCODE ,  ,2131 COLERAIN AV,VACANT  ,N,1391807,414568,'018400060204      ,48
KEEP THE BUILDING VACANT,160,2131,COLERAIN AV                     ,DIVERSN ,CBHCODE ,  ,2131 COLERAIN AV,VACANT  ,N,1391807,414568,'018400060204      ,48
KEEP THE BUILDING VACANT,160,2143,COLERAIN AV                     ,CIVIL2  ,CBHCODE ,  ,2143 COLERAIN AV,VACANT  ,N,1391794,414733,'018400060210      ,48
HISTORIC -DANGEROUS & UNSAFE,170,410,DAYTON ST                       ,CIVIL1  ,CBHCODE ,  ,410 DAYTON ST,VACANT  ,N,1394188,413765,'013200030278      ,48
KEEP THE BUILDING VACANT,170,424,DAYTON ST                       ,CIVIL2  ,CBHCODE ,  ,424 DAYTON ST,VACANT  ,N,1394055,413753,'013200030272      ,48
KEEP THE BUILDING VACANT,170,436,DAYTON ST                       ,ORDERS  ,CBHCODE ,  ,436 DAYTON ST,VACANT  ,N,1393954,413771,'013200030266      ,48
KEEP THE BUILDING VACANT,170,445,DAYTON ST                       ,PREPROS ,CBHCODE ,  ,445 DAYTON ST,VACANT  ,N,1393790,413651,'013200030205      ,48
HISTORIC -DANGEROUS & UNSAFE,170,468,DAYTON ST                       ,ORDERS  ,CBHCODE ,  ,468 DAYTON ST,VACANT  ,N,1393645,413736,'013200030236      ,48
KEEP THE BUILDING VACANT,170,472,DAYTON ST                       ,ORDERS  ,CBHCODE ,  ,472 DAYTON ST,VACANT  ,N,1393608,413757,'013200030234      ,48
KEEP THE BUILDING VACANT,170,474,DAYTON ST                       ,PREPROS ,CBHCODE ,  ,474 DAYTON ST,VACANT  ,N,1393594,413750,'013200030233      ,48
KEEP THE BUILDING VACANT,170,811,DAYTON ST                       ,CRIMINAL,CBHCODE ,  ,811 DAYTON ST,VACANT  ,N,1393309,413634,'013200020061      ,48
KEEP THE BUILDING VACANT,170,811,DAYTON ST                       ,CRIMINAL,CBHCODE ,  ,811 DAYTON ST,VACANT  ,N,1393309,413634,'013200020061      ,48
VACATE- C.O.REQUIRED,170,817,DAYTON ST                       ,CRIMINAL,CBHCODE ,  ,817 DAYTON ST,VACANT  ,N,1393235,413653,'013200020058      ,48
VACATE THE APARTMENT,170,817,DAYTON ST                       ,CRIMINAL,CBHCODE ,  ,817 DAYTON ST,VACANT  ,N,1393235,413653,'013200020058      ,48
KEEP THE BUILDING VACANT,170,817,DAYTON ST                       ,CRIMINAL,CBHCODE ,  ,817 DAYTON ST,VACANT  ,N,1393235,413653,'013200020058      ,48
CONDEMNATION,170,819,DAYTON ST                       ,ORDERS  ,CBHCODE ,  ,819 DAYTON ST,VACANT  ,N,1393210,413658,'013200020057      ,48
KEEP THE BUILDING VACANT,170,829,DAYTON ST                       ,ORDERS  ,CBHCODE ,  ,829 DAYTON ST,VACANT  ,N,1393100,413659,'013200020054      ,48
KEEP THE BUILDING VACANT,170,833,DAYTON ST                       ,ORDERS  ,CBHCODE ,  ,833 DAYTON ST,VACANT  ,N,1393061,413665,'013200020053      ,48
HISTORIC -DANGEROUS & UNSAFE,170,901,DAYTON ST                       ,PREPROS ,CBHCODE ,  ,901 DAYTON ST,VACANT  ,N,1392819,413695,'018400030065      ,48
KEEP THE BUILDING VACANT,170,901,DAYTON ST                       ,PREPROS ,CBHCODE ,  ,901 DAYTON ST,VACANT  ,N,1392819,413695,'018400030065      ,48
KEEP THE BUILDING VACANT,170,905,DAYTON ST                       ,PREPROS ,CBHCODE ,  ,905 DAYTON ST,VACANT  ,N,1392784,413689,'018400030064      ,48
KEEP THE BUILDING VACANT,170,905,DAYTON ST                       ,CRIMINAL,CBHCODE ,  ,905 DAYTON ST,VACANT  ,N,1392784,413689,'018400030064      ,48
CONDEMNATION,170,923,DAYTON ST                       ,PREPROS ,CBHCODE ,  ,923 DAYTON ST,VACANT  ,N,1392559,413717,'018400030055      ,48
KEEP THE BUILDING VACANT,170,923,DAYTON ST                       ,PREPROS ,CBHCODE ,  ,923 DAYTON ST,VACANT  ,N,1392559,413717,'018400030055      ,48
KEEP THE BUILDING VACANT,170,935,DAYTON ST                       ,PREPROS ,CBHCODE ,  ,935 DAYTON ST,VACANT  ,N,1392441,413735,'018400030051      ,48
CONDEMNATION,170,935,DAYTON ST                       ,PREPROS ,CBHCODE ,  ,935 DAYTON ST,VACANT  ,N,1392441,413735,'018400030051      ,48
KEEP THE BUILDING VACANT,160,1007,DAYTON ST                       ,CRIMINAL,CBHCODE ,  ,1007 DAYTON ST,VACANT  ,N,1392168,413804,'018400050149      ,48
KEEP THE BUILDING VACANT,160,1007,DAYTON ST                       ,CRIMINAL,CBHCODE ,  ,1007 DAYTON ST,VACANT  ,N,1392168,413804,'018400050149      ,48
CONDEMNATION,160,1030,DAYTON ST                       ,CIVIL1  ,CBHCODE ,  ,1030 DAYTON ST,VACANT  ,N,1391879,413953,'018400050100      ,48
KEEP THE BUILDING VACANT,160,1034,DAYTON ST                       ,PREPROS ,CBHCODE ,  ,1034 DAYTON ST,VACANT  ,N,1391848,413946,'018400050099      ,48
